researcher_id,first_name,last_name,h_index,total_citations,latest_affiliation,homepage
1809306,Jialei,Wang,29,3696,,
1809492,Yifan,Hu,19,2030,,
1809614,Yangqiu,Song,50,11464,,
1809790,Séamus,Lawless,15,1360,,
1809983,A.,Hassidim,41,8297,,
1809988,Behrang,Mohit,18,869,,
1810042,M.,Turoff,49,18942,,
1810096,Olof,Görnerup,8,324,,
1810101,G.,Scheuermann,40,6381,,
1810400,Itziar,Aldabe,13,813,,
1810686,Rohan,Chitnis,20,1876,,
1810689808,Niccolò,Campolungo,6,225,,
1810690342,Edoardo,Barba,8,330,,
1810690563,Luigi,Procopio,7,221,,
1810937,Pieter,Buteneers,8,222,,
1810988,B.,Kraft,7,175,,
1811015,E.,Meij,28,2724,,
1811211,Thien,Nguyen,38,6834,University of Oregon,
1811299098,Alexandru,Coca,3,200,,
1811427,Yong,Yu,79,30979,,
1811430,Subhashini,Venugopalan,25,17874,"UT Austin, Google",https://www.vsubhashini.github.io
1811500,V.,Feng,12,957,,
1811564819,Dain,Lee,3,86,,
1811668,Martijn,Wieling,21,1896,,
1811944,Nathan,Hodas,12,1919,Pacific Northwest National Laboratory,
18119920,Daquan,Zhou,24,7369,,
1813134,Christy,Tanner,7,115,,
1813415810,Wenhuan,Zeng,8,129,,
1814094,Greg,Durrett,47,6813,The University of Texas at Austin,https://www.cs.utexas.edu/~gdurrett/
1814227458,Ziyan,Li,8,170,,
1814313,Jiancai,Leng,8,244,,
1814319,Omid,Bakhshandeh,4,109,,
1814402,Xiaoning,Song,21,1545,,
1814416,Xinsong,Xia,2,160,,
18148663,Jianzhang,Zhang,6,134,,
18150530,J.,Vasilakes,8,191,,
1815447,Michael,Bendersky,40,5730,,
1815972,Felix,Yu,36,16138,,
18160260,Yiwei,Luo,3,93,,
1816699,Kunihiko,Sadamasa,6,346,,
1816752514,Clifton,Poth,4,797,Cohere,https://calpt.github.io/
1816753042,Ronak,Pradeep,20,2210,University of Waterloo,
1816914,Einat,Minkov,22,2016,,
1817035,Haoling,Qiu,5,86,,
1817166,Clare,Voss,27,3142,ARL,
18171842,Michael,Krumdick,6,158,,
1817207,Swaroop,Mishra,27,9431,Arizona State University,
1817455,David,Schlangen,32,3701,"University of Potsdam, Germany",http://www.ling.uni-potsdam.de/~das
1817556,N.,Semmar,14,538,,
1817759,Radu,Ionescu,35,7759,,
1818074,K.,Annervaz,8,317,,
1818123,Ezra,Black,9,1317,,
1818240682,Yan,Zhu,10,320,,
1818321,B.,Ballard,14,1256,,
1818378366,Hao,Peng,20,2891,,
1818853,S.,Ayache,16,1120,,
1818919,Tristan,Miller,16,1247,University of Manitoba;Austrian Research Institute for Artificial Intelligence,https://logological.org/
1818920,Zijia,Lin,21,3643,,
1819004,A.,Salway,12,1057,,
1819081375,Weijia,Jia,14,782,,
1819128,Ekapol,Chuangsuwanich,18,1184,,
1819152,Rameswar,Panda,38,5708,,
1819221,Zhanhao,Xiao,6,105,,
1819271266,Atishay,Jain,6,306,,
1819461,Mark,Finlayson,19,978,Florida International University,https://cs.fiu.edu/~markaf
1819649550,Jaspreet,Ranjit,2,8,,
1820424,C.,Marco,6,144,,
1820785734,Chia-Jung,Lee,3,34,,
1820796225,Afra,Amini,7,171,,
1820830,Danyu,Liu,5,695,,
1821099,Xiuzhen,Zhang,29,3422,,
1821191,Vitobha,Munigala,6,400,,
1821385,M.,Itami,12,752,,
1821711,Thang,Luong,17,12570,,
1821892,Hila,Gonen,19,2183,,
1822288,Karan,Goel,14,8097,,
1822631,H,Clouse,4,93,ACT3,https://www.scottclouse.com
1823210,Ramakrishna,Bairi,6,295,,
1823416,M.,Crocker,34,4093,,
1823518201,Brielen,Madureira,6,130,University of Potsdam,
1823719,Jinpeng,Wang,15,1439,,
1823944,M.,Tanenblatt,10,609,,
18240002,Kanishka,Silva,4,32,University of Moratuwa,
1824096,M.,Ziaeefard,6,484,,
1824294087,Shrey,Pandit,5,81,University of Texas at Austin,https://sites.google.com/view/shrey-pandit/
1825302,U.,Bayazit,7,144,,
1825318,Eduard,Dragut,17,988,,
1825424,G.,Carenini,46,6915,,
1825565215,Yuqing,Tang,7,333,,
1825689367,Shen,Huang,7,289,,
1825768208,S.,Kariev,6,74,,
1826179,Yuan-Hong,Liao,8,981,,
1826312,Yuval,Pinter,16,1898,Ben-Gurion University of the Negev,http://www.yuvalpinter.com
1827775,Shumpei,Sano,6,103,,
1828341,Lauren,Stuart,5,136,,
1828499,Julian,Hitschler,7,592,,
1828759163,Jucheng,Zeng,4,346,,
1829004,F.,Andry,7,194,,
1829303908,J.,Grigsby,7,950,,
1829342,Christian,Biemann,11,510,,
1829351,Hongzhao,Huang,13,726,,
1829583,AiTi,Aw,15,1146,,
1829635,R.,Mamidi,19,1572,IIIT Hyderabad,https://sites.google.com/site/radhika41
1830047,Alexey,Drutsa,14,476,,
1830381674,Shuqi,Lu,9,304,,
1830397637,Weijia,Jia,20,1586,,
1830443015,Hanqi,Yan,9,244,King's College London,https://www.semanticscholar.org/author/Hanqi-Yan/1830443015
1830443292,Yongjun,Bao,15,916,,
1830448175,Hongshen,Chen,9,285,,
1830448647,Yaxin,Zhu,4,104,,
1830448719,E.,Yilmaz,7,226,,
1830455541,Minghui,Yang,6,144,,
18307037,Huaxiu,Yao,35,7561,University of North Carolina at Chapel Hill,http://huaxiuyao.mystrikingly.com/
1830914,Guillaume,Lample,31,33677,,
1831081930,Siyu,Tang,44,7393,,
1831176,Walt,Meurers,39,6076,,
1831199,S.,Gershman,69,15867,,
1831370,Junyu,Lu,7,191,,
1831395,Hanna,Wallach,42,16107,,
1831434,Yaojie,Lu,18,1914,"Chinese Information Processing Laboratory, Institute of Software, Chinese Academy of Sciences",https://luyaojie.github.io
1831521,Jingwen,Leng,26,2486,Shanghai Jiao Tong University,https://cs.sjtu.edu.cn/~leng-jw/
1831851,P.,Staar,13,888,,
1832664242,Yan,Fu,2,145,,
1833259140,Danyang,Cai,5,112,,
1833437163,Anton,Razzhigaev,5,135,,
1833727,Rebecca,Dridan,9,338,,
1833914,Xiangnan,Kong,39,4864,,
1834047,Jungseock,Joo,21,1811,,
1834133,Qinyuan,Cheng,10,277,Fudan Universality,
1834920,Sebastian,Reuße,3,21,,
1834938,X.,He,2,70,,
1835006,Feiyue,Huang,53,9950,,
1835115,Sigrid,Klerke,9,313,,
1835709,J.,Jang,8,1371,,
1835792,C.,Prolo,8,220,,
1836135,Wael,Hamza,21,2235,Amazon Alexa,
1836159,M.,Tuttle,21,2066,,
1836191,Julie,Boland,28,2517,,
1836460,Kohei,Sugawara,4,79,,
1836878,W.,Packard,5,154,,
1837580,Y.,Yasuda,2,207,,
1837936,K.,Shaban,28,2868,,
1837997,Fatemeh,Asr,10,377,,
1838076488,Josef,Jon,5,68,,
1838162,Jiajun,Chen,34,4161,,
1838175151,Mrigank,Raman,4,121,,
1838434,N.,Webb,17,775,,
1838933693,Jiaxin,Guo,10,404,,
1839095,Qinli,Yang,26,2025,,
1839363,Pierre,Dognin,13,582,IBM,
1839381,Dmitriy,Dligach,28,2903,,
1839533,Matthias,Huck,20,3637,,
1839605,Drahomira,Herrmannova,12,591,Oak Ridge National Laboratory,http://dasha.tech/
1839848,E.,Barth,38,5808,,
1840054391,Xiaojun,Meng,8,301,,
1840075,Johannes,Kiesel,21,2628,Bauhaus-Universität Weimar,https://kiesels.de/johannes
1840081210,Taehyeon,Kim,7,443,KAIST,https://taehyeon.oopy.io/
1840454,Mandar,Kulkarni,7,273,,
1840645,Silvio,Amir,14,1551,northeastern university,www.silvioamir.com
1841137457,V.,Marivate,11,660,,
1841141158,Giacomo,Frisoni,11,295,,
1841520,Sidharth,Ranjan,4,56,,https://sidharthranjan.github.io/
18417916,S.,Syed,13,1087,,
1842598,Oren,Tsur,15,2648,,
1843152,M.,Ferdman,27,5317,,
1844132,Raphaël,Bailly,7,217,,
1844229,Ziqian,Zeng,14,585,,
1844268,C.,Nakatani,14,1040,,
1844284319,Rui,Miao,4,58,,
1844291298,Weijiang,Feng,6,127,,
1844292464,Akira,Fujita,3,70,,
1844299386,Zhiwei,Liu,20,2383,,
1844358,Tianmin,Shu,19,1983,,
1844673750,Wei,Bi,14,945,,
1844953096,Yu,Shi,12,1400,,
1845150,Monica,Rogati,12,1675,,
1845230025,Sudha,Rao,7,171,,
1845277073,Shiqi,Xu,5,180,,
1845460,David,Howcroft,8,552,University of Aberdeen,https://www.davehowcroft.com
1845781852,Yifan,Yang,16,1319,,
1845787839,Hang,Yang,4,114,,
1845905584,Simon,Reiß,13,778,,
1846039,Shangping,Zhong,9,343,,
1846258,Noam,Shazeer,38,180665,,
1846370,S.,Marvaniya,9,207,,
1846431,François,Yvon,34,7140,"LIMSI, CNRS",https://perso.limsi.fr/yvon
1846722967,Robert,Tinn,7,2246,,
1846800386,Daqing,He,7,439,,
1847260,Xixin,Wu,20,1251,,
1847650,Tamar,Lavee,7,376,,
1847848,Mingbo,Ma,20,1459,,
1848946,Moin,Nabi,26,4333,,
1849004,W.,Sakas,8,324,,
1849664,Zhiping,Zheng,4,347,,
1850313,Linlin,Chao,10,631,,
1850373603,Congyin,Xia,6,711,,
1850439845,Shuhui,Zhou,1,37,,
1850503,S.,Mahadevan,46,9755,,
1850512,Oriana,Riva,21,2034,,
1850928,Takuya,Makino,4,92,,
1850931,Yuanchao,Liu,13,838,,
1851201,Keelan,Evanini,21,1954,,
18515064,Won,Choi,2,46,,
1851564,Johannes,Welbl,19,10707,,
1851775,Erhong,Yang,8,196,,
1852176,A.,Content,22,1557,,
1852415,Zheng,Zhang,40,6710,,
1852864398,Colin,McDonald,2,22,,
1852993195,Zihan,Wei,5,134,,
1854017630,Shih-Lun,Wu,9,432,,
1854385,Çaglar,Gülçehre,30,52948,,
1854645759,Siqi,Zhu,2,32,,
1854783,J.,Pennebaker,108,68921,,
18548578,Muyu,Li,4,269,"D-INFK, ETH Zurich",
1854885,Thomas,Kleinbauer,9,544,,
1854999,Xiao-Dan,Zhu,44,10923,,
1855978,Zhendong,Mao,27,5167,,
1856025,Carl,Vondrick,41,12949,,
1856878,U.,Minhas,23,2305,,
1856915,Jinseok,Nam,9,784,,
1856924,Ruben,Urizar,12,658,,
1856962,Lung-Hao,Lee,17,1312,,
1857091,V.,Jijkoun,22,1896,,
1857197149,Honai,Ueoka,2,47,,
1857458,Karen,Ryan,3,22,,
1857734,Guokun,Lai,8,4625,,
1857797,Chandra,Bhagavatula,37,9138,Allen Institute for Artificial Intelligence,https://www.chandrab.page/
1858169,Trapit,Bansal,13,1682,,
1858312,Juli,Bakagianni,2,42,,
1858675,Qin,Chen,20,2327,Fudan University,
1859486,Jason,Kuen,19,7167,,
1860011,Amir,Tamrakar,10,550,,
1860774,Lirong,Dai,45,8991,,
1860892,Di,Jin,26,2904,MIT,
1861002,Ken,Yano,5,66,Tokyo Institute of Technology,
1861148,Mohammed,Mediani,10,286,,
1861449,Wook,Hur,1,3,,
1862090,Ryan,Rossi,36,7463,Adobe Research,http://ryanrossi.com
1862782,Defu,Lian,41,7654,,
1863173,F.,Lécué,30,2939,,
1863248,Shady,Elbassuoni,23,2477,,
1863425,Alan,Ritter,36,11673,,
18635255,S.,Messick,5,219,,
1863763,S.,Vahdati,15,811,,
1864353,Edward,Grefenstette,44,16877,,
1864388,A.,Willis,23,1525,,
1864588,Marwan,Torki,17,1448,rutgers.edu,
1864635,Tommaso,Caselli,23,2628,University of Groningen,
1864765978,Yongchun,Zhu,24,7507,,
1864982637,Bin,Wang,20,1339,,
1865093,Jongwuk,Lee,20,1444,,
1865719481,D.,Gupta,17,854,,
18657463,Yibo,Sun,14,656,,
1866226,Wayne,Ward,36,4699,,
1866310051,Maya,Pavlova,7,188,,
1866532,Chaitanya,Shivade,14,1432,,
1866674954,Hayato,Futami,8,181,,
1867067,Norbert,Bröker,8,290,,
1867234,Anssi,Yli-Jyrä,11,428,,
1867277,Douwe,Gelling,2,37,,
1867435,Andrzej,Uszok,21,3106,Institute for Human and Machine Cognition,https://www.ihmc.us/groups/auszok/
1867896,Sheng-Lun,Wei,3,32,,
1868067,Benjamin,Rubinstein,33,4522,"School of Computing and Information Systems, University of Melbourne",http://www.bipr.net/pubs.html
1870029987,Kamal,Gupta,5,111,,
1870134,S.,Eckmann,3,131,,
1870499,Heike,Tappe,7,396,,
1870532,Killian,Levacher,6,246,,
1870699,Hideharu,Nakajima,6,161,,
1871846,Zied,Bouraoui,14,665,,
1872083,Sehee,Chung,6,698,,
1872287,Parnia,Bahar,11,585,,
1872307,Chris,Donahue,17,6819,Stanford,https://chrisdonahue.com
1872595,Robert,Krovetz,17,2908,,
1872640,D.,Sherertz,15,869,,
1872880,Martin,Jansche,19,1454,,
1873031,Anindya,Iqbal,18,1225,,
1873081,Ngai,Wong,9,314,,
1873109,M.,Degemmis,34,5843,,
1873296,Paul,Felt,8,120,,
1874535,Nobal,Niraula,16,814,,
1875047,Ehsan,Ardehaly,5,128,,
1875233,Bonan,Min,17,2324,,
1875279869,Liang,Yao,9,281,,
1875906,Luciano,Corro,12,1202,,
1876013,P.,Radhakrishnan,6,104,,
1876074899,Hannah,Cyberey,4,35,University of Virginia,https://hannahxchen.github.io/
1876168,A.,Lascarides,36,7760,,
1876369,H.,Somers,27,3978,,
1876542,Ranganath,Kondapally,5,222,,
1876624327,Madhura,Pande,4,39,,
1877157182,Aakriti,Budhraja,3,32,,
1877297,Benjamin,Börschinger,9,420,,
1877429,Alan,Zemel,17,1053,,
1877430,Ahmed,Kholy,13,3829,,
1877956,Naoya,Todo,7,262,,
1878263,Aniruddha,Maiti,3,40,Temple University,
1878375,Nick,Obradovich,28,5735,,
18785784,V.,Madan,9,216,,
1878737,Pengzhi,Gao,11,471,,
1878942,Vivek,Datla,16,1395,,
1878989,Pouya,Yanki,3,47,,
1879158178,C.,Copley,4,107,,
1879297505,Zhengyang,Wang,11,1145,,
1879397,D.,Warren,23,3855,,
1879429,Upendra,Sapkota,5,287,,
1879521408,Zijun,Sun,8,672,,
1879548015,Jannes,Munchmeyer,13,781,,
1879591269,Manan,Dey,14,6453,,
1879594,Abhay,Jha,10,406,,
1880233,J.,Robichaud,5,143,,
1880285,M.,Nakanishi,6,80,,
1880394,Neha,Sengupta,5,120,,
1881014,Michalis,Papakostas,14,435,,
1881453937,Yulia,Otmakhova,9,212,University of Melbourne,
1881715640,Jinzheng,He,13,674,,
1881965,S.,Ananiadou,64,18115,,
1882057,Shulei,Ma,2,74,,
1882451,O.,Ganea,19,3479,,
1882479,D.,Florêncio,43,7873,,
1882723,R.,Staubs,6,125,,
1882833,S.,Abney,3,221,,
1882859,Xiabing,Zhou,11,320,,
1883476,Alejandrina,Cristia,36,4517,Laboratoire de Sciences Cognitives et Psycholinguistique,acristia.org
1883787,Jingwei,Zhuo,9,430,,
1883927,Ethan,Selfridge,7,250,,
1883990,Payam,Piray,15,1094,,
1884418505,Feng,Zhang,55,15885,,
1884573888,Kanyao,Han,3,24,,
1884668614,Kenneth,DeHaan,3,216,,
1884766,Peng,Shi,16,1294,University of Waterloo,
1884835955,Qiwei,Peng,5,101,University of Copenhagen;University of Sussex,https://punchwes.github.io/
1885008,Pavel,Krbec,6,289,,
1885046,Alex,Zamanian,4,358,,
1885118,Yunxiang,Zhao,8,350,Beijing Institute of Biotechnology,
1885282,Rahul,Khanna,6,290,INK Lab,https://github.com/Rahul-Khanna
1885577806,T.,Fagbohungbe,2,217,,
1885867,Martin,Emele,12,479,,
1885890,T.,Cruys,15,872,,
1885974,Seunghak,Yu,16,1104,Seunghak Yu,meinwerk.github.io
1886219,R.,Jagerman,13,797,,
1886879,Pei,Ke,22,1642,,
1887019,Yuzhong,Qu,31,4947,,
1887625,Yuehua,Wu,86,43213,,
1887826,Yuanfei,Luo,6,396,,
1887897,Björn,Gambäck,24,3420,,
1887947,Aravindan,Raghuveer,8,187,,
1888104,Mustafa,Canim,17,1146,,
1888148,Tianlin,Liu,25,2016,,
1888443,Matthieu,Labeau,10,427,,
1888638,Akihiro,Tamura,15,765,"Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan",https://sites.google.com/site/tamuakihp/en
1888753,Bifan,Wei,9,339,,
1889304,R.,Leermakers,5,112,,
1889683,Shufang,Xie,16,737,,
1889738,Yufang,Liu,4,62,,
18900686,Huan,Ling,19,3596,,
1890071,K.,Chai,16,2219,,
1890151,M.,Kestemont,24,2075,,
1890398,Praveen,Dakwale,5,106,,
1891516,D.,Kosy,7,153,,
1891610,M.,Freiling,7,361,,
1892671885,Shengli,Yan,3,71,,
1892673,Himabindu,Lakkaraju,42,7699,,
1892794261,Yiqing,Xie,8,317,,
1893044063,Mingming,Sun,12,775,,
1893193,Aws,Albarghouthi,26,2210,,
1894531,G.,Savova,58,11808,,
1895292,Chris,Brew,27,2296,Ohio State University,
1895584,Reinhold,Kliegl,74,22954,University of Potsdam,https://www.uni-potsdam.de/en/trainingswissenschaft/staff/rkliegl.html
1895768,M.,Eckstein,47,7457,,
1895813,Yibing,Zhan,27,2003,,
1895952,N.,Bertoldi,24,9271,,
1895977079,Yue,Zhang,7,903,Soochow University,hillzhang1999@qq.com
1896095,L.,Nachman,26,3094,,
1896157633,V.,Akavoor,4,83,,
1896204,Shin'ya,Amano,4,74,,
1896294071,M.,Tang,20,1221,,
1896407,Piotr,Żelasko,17,1193,Nvidia,
1896799084,Changchang,Yin,15,1079,,
18970125,Jhih-Jie,Chen,4,48,,
1897235,Zhicheng,Dou,37,5526,Renmin University of China,http://playbigdata.ruc.edu.cn/dou
1897728717,Haiyang,Wang,5,102,,
1897770594,Gabriele,Sarti,10,403,University of Groningen,https://gsarti.com
1898068,Jeremy,Weiss,14,1534,,
1898157310,Muchao,Ye,12,721,,
1898428,Jinyoung,Yeo,11,345,,
1898814,M.,Abouelenien,16,1115,,
18989661,P.,Bhattacharya,15,736,,
1899492908,Yasaman,Razeghi,7,757,,
1899559,Ana,Arenas,9,560,University of Groningen,
1899565,Surapant,Meknavin,7,243,,
1899637431,Philip,Pham,3,398,,
1899924,Jessica,Ficler,6,465,,
1900104,Steven,Derby,4,93,,
1900163,Srini,Iyer,29,5218,"Facebook, University of Washington",http://sriniiyer.github.io
1900406,Yutao,Zhu,21,2321,University of Montreal,https://daod.github.io/
1900609272,Kevin,Mo,5,69,,
1901883,Shona,Douglas,12,522,,
1901958,Tengyu,Ma,66,21408,Stanford University,http://ai.stanford.edu/~tengyuma/
1902008743,Wenbo,Zhao,13,473,,
1902169,Albert,Lam,34,5054,,
1902312,N.,Batmanghelich,14,2660,,
1902935998,Yangruibo,Ding,14,1265,,
1903012,T.,Stafford,22,1529,,
1903312,Miriam,Petruck,14,4335,,
1903489,Puhai,Yang,5,63,,
1903670,Joshua,Tucker,39,11447,,
1904354,D.,Kokkinakis,18,1146,,
1904399,A.,Doğruöz,14,974,Ghent University https://lt3.ugent.be,www.asezadogruoz.com
1904437240,Jackie,Ho,3,30,,
1904831,Yajuan,Lü,14,900,,
1904901470,Chengfeng,Dou,4,76,,
1904906987,Qing,Lyu,14,2622,University of Pennsylvania,https://veronica320.github.io/
1905077,Zeya,Wang,16,1399,,
1905585,Eshrag,Refaee,11,486,,
1905713,Ruty,Rinott,11,8762,,
1905888,S.,Gouravajhala,6,173,,
1906099,Shuhuai,Ren,17,2110,Peking University,https://renshuhuai-andy.github.io/
1907469334,Hanyu,Zhao,6,185,,
19079838,Toru,Fujino,2,89,,
1907988,Robert,Knippen,4,573,,
1908282,Xueqing,Liu,9,457,,
1908385,S.,Stoness,10,353,,
1908403,Oana,Balalau,7,419,Ecole Polytechnique,https://oanabalalau.com/
1908467,Hirotaka,Kameko,7,117,,
1908728,Yevgeni,Berzak,15,599,,
1909300,Lucy,Vanderwende,37,6904,,
1909393,Alain,Tapp,25,4594,,
1909507,A.,Majid,46,10283,,
1910189,Xusheng,Luo,13,529,,
1911232,S.,Eliuk,6,72,,
1911526,Adrian,Corduneanu,10,765,,
1911755,M.,Shoeybi,34,9798,,
1911868,Prasenjit,Majumder,22,2007,,
1912046,Qizhe,Xie,12,7766,,
1912135,V.,Jindal,10,329,,
1912259,Lydia,Chilton,29,4850,,
1912357,Marco,Guerini,25,2288,,
1912394,Matti,Wiegmann,20,1285,,
1912437,L.,Dini,11,473,,
1912476,Byron,Wallace,50,12455,,
1912522,Raheel,Qader,7,146,,
1912566,Tim,Polzehl,18,1083,,
1912720,Yen-Chang,Hsu,17,2372,,
1913625,Sourav,Dutta,12,423,Huawei Research,https://sites.google.com/view/homesouravdutta/
1913710,Franco,Luque,7,226,Universidad Nacional de Córdoba & CONICET,
1914512,Karim,Filali,6,144,,
1914544232,Kaushik,Sadagopan,9,1751,"Meta Platforms, Stanford University",
1914569491,Dilara,Soylu,6,1170,,
1914586128,Tong,Zhu,11,349,,
1914797,N.,Lao,21,6030,,
1914937,Qianlan,Ying,4,101,,
1915023,Hauwei,Qin,1,52,,
1915156,Jacopo,Urbani,23,1907,,
1915452,Greg,Whittemore,4,533,,
1915470,Wanzeng,Kong,30,3249,,
1916085,Johannes,Matiasek,13,552,,
1916290,E.,Awa,3,87,,
19165330,Yanzhuo,Ding,3,279,,
19168196,Michihiro,Yasunaga,34,16223,,
1916865,Dinesh,Raghu,12,474,IBM Research,
19169659,Xuancheng,Ren,27,4211,,
19172226,Xianghong,Fang,3,56,,
1917518,Sander,Wubben,14,1157,,
19178540,Dhanasekar,Sundararaman,5,186,,
19178763,Dinghan,Shen,25,4965,Duke University,https://sites.google.com/view/dinghanshen
1917913,Tomas,Brychcin,14,580,University of West Bohemia,
19179135,Prithviraj,Ammanabrolu,24,2537,,
1918211,P.,Comar,7,218,,
1918411,G.,Tajchman,9,679,,
1918424,Jiacheng,Chen,12,813,Simon Fraser University,http://jcchen.me/
1918441,Soroush,Vosoughi,29,9821,,
1918444021,Riza,Ozccelik,2,35,,
1918552,Pontus,Stenetorp,31,8639,,https://pontus.stenetorp.se
1919193,Yu-Yin,Hsu,8,168,,
19195265,Xiao-Ming,Wu,24,4967,,
19195326,M.,Nahimana,6,221,,
1919541,Yisen,Wang,20,5730,Peking University,https://sites.google.com/site/csyisenwang/
1919614,Sebastian,Drude,10,471,,
1919815,Luoxin,Chen,6,149,,
19200480,Hanlin,Zhu,18,909,,
19206251,Aditay,Tripathi,5,580,"Indraprastha Institute of Information Technology, New Delhi",
1920688,Qingqiang,Wu,11,494,,
1920862283,Zhen,Zeng,8,159,,
1920863,R.,Rooij,28,3014,,
1920895,Biswajit,Paria,10,663,Carnegie Mellon University,http://biswajitsc.github.io/
19211336,Yongen,Gong,1,110,,
19214393,Xiangchen,Song,12,570,University of Illinois at Urbana-Champaign,https://xiangchensong.github.io/
1921742,Yifan,Gao,17,840,Amazon,http://Yifan-Gao.github.io
1921822,Bharat,Ambati,14,558,,
19218446,Yukio,Matsumura,3,39,,
1922060,Graciela,Gonzalez,25,3039,University of Pennsylvania,www.healthlanguageprocessing.org
19221612,Jihun,Yi,8,1017,,
1922182598,Yan,Song,26,2779,,
1922461,Tom,Kenter,15,1319,Google UK,http://www.tomkenter.nl
1922573,Luoyi,Fu,28,3036,,
1922601754,Seyoon,Ragavan,4,397,,
1922611796,Sina,Semnani,7,234,Stanford University,
1922763,Julien,Kloetzer,13,582,,
19229462,Inigo,Unanue,6,232,University of Technology Sydney,
1923275,Shuangyin,Li,16,753,,
19232941,Hiun,Kim,3,182,,
1923342,T.,Ahlswede,8,379,,
1923351,Shivam,Agarwal,12,583,University of Illinois at Urbana-Champaign;Manipal Institute of Technology,https://shivamag125.github.io/
1923602,B.,Fetahu,21,1494,,
19236313,Jiaming,Luo,6,353,MIT,http://people.csail.mit.edu/j_luo/
19236748,Chris,Rohlfs,9,435,,
1924511,Mehdi,Rezagholizadeh,16,992,Huawei Noah's Ark Lab,
19245157,Saket,Maheshwary,7,363,,
1924706,Jixuan,Wang,12,918,,
1924873901,Fen,Lin,14,648,,
19249556,Prudhvi,Dachapally,3,145,,
1925040,Walter,Talbott,7,517,,
19254464,Kaifa,Zhao,10,483,,
1925543,Jitao,Xu,7,208,,
19255781,Sumanta,Patro,5,1043,IITH,https://in.linkedin.com/in/sumantapatro
19258096,Yiren,Jian,12,317,,
19258883,Emad,Kebriaei,4,66,,
1926074,Nikhil,Gupta,13,1887,"Indian Institute of Technology, Carnegie Mellon University",
19261873,Yiwei,Wei,9,217,,
19263506,Arsha,Nagrani,32,11107,,
1926405303,Zongyu,Lin,7,124,,
1926428,Yung-Wei,Ding,3,158,,
1926921,J.,Hieronymus,12,549,,
1927085,Joohui,An,3,155,,
1927674,Fenglin,Liu,24,2321,University of Oxford,https://xxxxxx.github.io/
1927740600,Yu,Deng,2,38,,
1928141171,Mandar,Sharma,5,65,,
19282835,Fengxiao,Tang,33,5823,,
1928716951,Yujun,Cai,17,2840,,
1929390,Paul,Rayson,43,7782,Lancaster University,http://www.research.lancs.ac.uk/portal/en/people/Paul-Rayson/
1929423,Zhisong,Zhang,15,1063,,
1929563111,Simon,Brandeis,2,619,,
1930234,Weidi,Xu,12,750,,
1930238,Qing,Li,50,15420,,
19304470,Nikhita,Vedula,10,347,,
1930815,I-Ta,Lee,18,900,Purdue University,https://doug919.github.io/
19308245,Yirong,Pan,7,129,,
1930943199,Tamás,Ficsor,1,2,,
19309993,G.,Wijnholds,9,178,,
1931105287,Long,Zhou,11,485,,
1931308507,J.,Santen,15,1216,,
1931349,Junru,Shao,9,996,,
1931512,Nehal,Wani,2,14,,
1931758,Jonathan,Mallinson,11,1003,,http://homepages.inf.ed.ac.uk/s1564225/
19320780,Alex,Rinaldi,4,39,,
1932187449,Yuandong,Tian,26,3285,,
19324783,Bruno,Taillé,3,41,Sorbonne Université,
1932591,Andoni,Azpeitia,10,215,,
1932753,A.,Kehler,29,3372,,
1933127,T.,Wheatley,38,7741,,
1933516,Sameen,Maruf,10,729,,
19343873,Zonghan,Yang,10,1244,,
1934588,Pirros,Tsiakoulis,20,1309,,
1935355,Uthayasanker,Thayasivam,12,368,"University of Moratuwa, University of Georgia",https://rtuthaya.staff.uom.lk/
1935569,Weihua,Luo,27,3099,,
1935681,John,Granacki,12,940,,
1935936,Dayang,Shen,3,146,,
1936779,T.,Supnithi,17,1262,,
1936951,Olivier,Bachem,34,8020,,
19373324,Debopriyo,Banerjee,4,41,,
1937455,Manabu,Asai,19,1746,,
1937786,Pengda,Qin,11,948,,
1938001,Lasse,Borgholt,6,458,,
1938196,S.,Acharya,6,103,,
1938499056,Yonatan,Bitton,17,1659,The Hebrew University of Jerusalem,
1939089,Divesh,Lala,14,692,,
1939362,Jaemin,Jo,13,592,,
1939367,Paramveer,Dhillon,16,1034,,
1939652,Minglei,Li,15,1095,,
1939999507,Karissa,Vincentio,5,477,,
1940272,Matt,Kusner,34,8511,,
1940556,Ruiyi,Zhang,20,2417,Adobe Research,https://zhangry868.github.io/
1941442,Jianpeng,Cheng,13,2510,,
1941902,Shreenath,Iyer,1,30,,
1941997,Chenlei,Guo,11,2155,,
19421427,C.,Schuster,12,568,,
1942176,K.,Kochersberger,21,1666,,
1942197948,Luoqiu,Li,7,464,,
1942646156,Vishwajeet,Agrawal,2,165,,
1943032989,Nickil,Maveli,3,11,University of Edinburgh,nickilmaveli.com
1943097969,Dawn,Drain,19,10079,,
1943200579,T.,Hoang,1,25,,
1943255906,Arnav,Arora,10,645,,
1943296899,Ilham,Putra,4,77,,
1943594,Jia-Yu,Pan,30,5418,,
1944093304,Chenle,Li,3,34,,
1944118877,Sandeep,Polisetty,4,160,,
1944126000,Deqing,Yang,10,335,,
1944215354,Wansen,Wu,6,109,,
1944251405,Costas,Mavromatis,10,426,,
1944274,Hongyin,Luo,13,1011,,
1944346587,Erxin,Yu,3,40,,
